,book_id,title
143,299,天擎
144,301,仙路烟尘
145,304,拯救大唐MM
146,305,召唤万岁
147,306,同居万岁
148,307,悟空传
149,308,世界那么大
150,309,日曜转生（日耀转生）
151,311,天剑歌
152,312,炒钱高手在花都
153,313,大争之世
154,314,大魔王
155,316,十方天士
156,317,很纯很暧昧
157,318,天行健
158,319,月落
159,322,邪樱
160,327,日虚月玄
161,329,道缘儒仙
162,336,炽天之翼
163,340,重生之官路商途
164,343,血夜凤凰
165,344,吸血獠
166,349,亵渎
167,350,暴风雨中的蝴蝶
168,351,重生传说
169,356,天鹏纵横
170,359,火翼与冰鳍的怪奇谈
171,360,魔法学徒
172,362,冠军传奇
173,363,冠军教父
174,364,我们是冠军
175,368,死灵法师
176,369,暗影街
177,377,种玉
178,385,斗破苍穹
179,386,异世邪君
180,387,凌天传说
181,388,仙逆
182,389,凡人修仙传
183,390,黄金瞳
184,391,官气
185,392,重生之衙内
186,394,盗墓笔记
187,395,混沌雷修
188,396,张三丰异界游
189,398,比蒙传奇
190,399,国医高手
191,400,冒牌大英雄
192,401,天才医生
193,402,家里养个狐狸精
194,404,橙红年代
195,408,通天大圣
196,409,重生之大涅磐
197,411,热闹喧嚣的彪悍人生
198,412,异化
199,413,某科学的宅电磁炮
200,414,无限道武者路
201,415,琥珀之剑
202,416,1908远东狂人
203,417,末世收割者
204,419,一世枭雄
205,421,宗教裁判所
206,422,陈二狗的妖孽人生
207,423,天神下凡
208,424,龙蛇演义
209,425,佛本是道
210,426,黑山老妖
211,428,无尽武装
212,431,杨戬——人生长恨水长东
213,433,湛蓝徽章
214,434,流浪仙人
215,435,野蛮王座
216,438,全能进化
217,439,骷髅魔导师
218,440,紫府仙缘
219,441,小仙有毒
220,442,黄庭立道
221,443,仙铃
222,456,踏歌行
223,458,随波逐流之一代军师
224,459,我是铁匠
225,460,缺月梧桐
226,464,官居一品
227,465,千夫斩
228,466,1839
229,467,香港从1949开始
230,468,莫问天
231,475,虾蛊
232,477,飘邈之旅
233,480,搜神记
234,481,仙楚
235,482,蛮荒记
236,483,从零开始
237,485,官仙
238,486,导演万岁
239,487,庶女攻略
240,492,都市妖奇谈
241,494,小楼传说
242,498,龙龙龙
243,502,超级教师
244,503,异界之极品奶爸
245,504,纨绔才子
246,509,高手寂寞
247,510,明末边军一小兵
248,512,乌纱
249,513,汉风1276
250,514,大学士
251,515,回到大明当才子
252,516,唐骑
253,517,朱门风流
254,520,五代末年风云录
255,524,命运记事本
256,526,长生不死
257,527,千宋
258,528,盛唐烟云
259,530,琉璃美人煞
260,531,水煮清王朝
261,532,大汉帝国风云录
262,533,三千美娇娘
263,542,天变
264,543,正在变身中
265,544,官道之色戒
266,548,布衣官道
267,550,重生之平行线
268,551,好莱坞的秘密花园
269,552,情与血
270,553,官神
271,556,冰之无限
272,557,未来图书馆
273,562,有阳光的世界
274,565,银色猎手
275,568,邪神传说
276,579,师士传说
277,580,反骨
278,583,逆流而下
279,586,重生之学生时代
280,588,锦衣当国
281,589,迦南之心
282,590,重生于康熙末年
283,593,废土
284,594,春秋小领主
285,595,异界全职业大师
286,596,龙王的女婿
287,607,小兵传奇
288,613,学院都市的阿宅
289,614,山那边的领主
290,619,三国董卓大传
291,621,异时空－中华再起
292,623,荣飞的梦幻人生
293,626,尘缘
294,627,焚天
295,631,我的美女总裁老婆
296,634,诛仙
297,646,重生之乡路漫长
298,648,刺客魔传
299,649,新宋
300,651,健康来福
301,653,史上第一掌门
302,661,校花的贴身高手
303,672,九阴九阳
304,674,驻马太行侧
305,676,小地主
306,679,邪影本纪
307,680,好莱坞之王
308,681,初唐房二传
309,683,改写人生
310,689,天生神医
311,690,掌中星际
312,693,国策
313,694,海魂
314,699,混乱战神
315,702,乱世铜炉
316,703,江山美色
317,705,末世超级商人
318,706,小市民的奋斗
319,708,恶汉
320,709,法师路
321,713,班花
322,718,进化跑道
323,724,白金农民麻烦哥
324,729,金庸世界里的道士
325,732,重生1994之足坛风云
326,733,重生1994之足坛风云Ⅱ
327,734,重生之官道
328,738,地上最强生物
329,740,替天行道
330,741,泽天记
331,742,灵吸怪备忘录
332,743,无限之召唤笔记
333,744,真理之门
334,745,曹贼
335,746,璀璨者弓勒姆
336,748,元神真仙
337,750,末日守护
338,751,重生之盾御苍穹
339,754,将血
340,756,高衙内新传
341,759,至高王子
342,761,无限之军火狂人
343,768,誓约胜利
344,770,大冒险
345,771,新功夫之王
346,774,高达之宇宙世纪
347,780,魔炼
348,782,仗剑高歌
349,783,唯我独法
350,784,终焉的骑士
351,787,命运的抉择
352,793,三国之宅行天下
353,794,全职高手
354,807,穿越
355,808,哈利波特与食死徒之子
356,811,不良龙王
357,815,地仙演义
358,817,洪荒学者
359,819,租鬼公司
360,824,法师手札
361,829,网游之一枪爆头
362,830,仙人俗世生活录
363,838,红楼奋斗生涯
364,841,凤穿残汉
365,845,灵异便利店
366,849,重生之恶魔猎人
367,853,超级无敌变身美少女
368,856,重生之激情燃烧岁月
369,858,星之海洋
370,860,佣兵天下
371,862,异界生活助理神
372,863,术士的星空
373,864,恶奴
374,865,异世为僧
375,868,第九骑士
376,869,皇帝骑士与公爵
377,872,笑傲之华山
378,873,生化之末世传说
379,880,美女江山一锅煮
380,881,文理双修
381,883,勇者家园
382,888,圣十字
383,890,蚁贼
384,891,大明1937
385,892,江山如此多骄
386,893,随身装着一口泉
387,896,幻之盛唐
388,897,通天之路
389,898,重生官商路
390,900,穿越之太乙仙隐
391,909,人欲
392,910,华山仙门
393,913,问题妹妹恋上我
394,915,我身体里有只鬼
395,916,言咒师
396,918,神眷
397,919,希灵帝国
398,921,ITALY狂情曲
399,923,夜明珠
400,925,网游之修罗传说2：天辰
401,926,网游之修罗传说
402,927,网游之邪龙逆天
403,931,秒杀
404,934,开国功贼
405,935,人途
406,938,杀神
407,940,大魔头
408,941,扶摇
409,945,如果宅
410,954,纨绔子弟
411,956,重生之纵意人生
412,959,乱臣贼子
413,960,超级大忽悠
414,965,微酸学园ABC
415,966,辐射
416,971,葬明
417,974,北唐
418,977,大宋金手指
419,980,变形金刚砸地球
420,981,天可汗
421,984,人道天堂
422,987,桐宫之囚
423,988,楚氏春秋
424,991,最佳导演
425,994,1851之远东风云
426,995,铁血帝国
427,997,魔武士
428,998,卡徒
429,1000,重生成妖
430,1001,我为纣王之傲啸封神
431,1003,天下节度
432,1010,红叛军
433,1011,魔王奶爸
434,1012,无上皇座
435,1015,地球版本更新
436,1021,魔骸
437,1022,颠覆笑傲江湖
438,1029,九州牧云录
439,1031,迷失在一六二九
440,1033,电磁风暴
441,1034,我当阴阳先生的那几年
442,1035,NB
443,1036,唯一男性适格者
444,1043,伏天
445,1045,网游之混迹在美女工作室
446,1046,异唐
447,1048,独闯天涯
448,1050,变身宿舍
449,1052,深渊之主
450,1053,黑暗帝国
451,1054,路人的视角
452,1064,法相仙途
453,1065,一球入魂
454,1069,神奇的淘汰
455,1073,眠月魔情录
456,1074,炼金正太传说
457,1076,魔法音灵
458,1078,无限修仙
459,1079,见习魔法师见闻
460,1080,绯梦之森
461,1081,天下之弱者的反击
462,1088,集结之园
463,1089,冷藏
464,1092,叛逆的鲁鲁修之最强杂兵
465,1096,临兵斗者皆阵列在前
466,1100,大恶魔
467,1113,基甲彪汉
468,1118,夏鼎
469,1126,混在三国当军阀
470,1127,一八九三
471,1137,历史的尘埃
472,1138,異世界女神傳
473,1139,盛世紫荆
474,1141,狩魂者之鬼喊抓鬼
475,1143,泰坦穹苍下
476,1144,网游之近战法师
477,1147,微*******城
478,1148,星空倒影
479,1154,龙域
480,1157,赫氏门徒
481,1158,一六二二
482,1159,小战士
483,1160,被遗忘国度之暗夜精灵
484,1161,边缘
485,1167,守护
486,1168,别拿穿越不当工作
487,1169,不完全变态
488,1171,星空之祭典
489,1172,网游之纵横天下
490,1173,网游之大道无形
491,1177,复活之战斗在第三帝国
492,1178,候补圣女
493,1180,乐红尘
494,1181,梦幻魔界王
495,1186,刺明
496,1188,网游大唐
497,1191,异血锋芒
498,1193,幽冥仙途
499,1194,脑网
500,1195,终南启示录
501,1196,断情逐妖记
502,1198,电子生涯
503,1201,蜀山
504,1205,食遍天下
505,1206,食色无双
506,1208,网游之以德服人
507,1209,生活在异界
508,1210,埃提亚
509,1211,凤凰面具
510,1214,暗黑之路
511,1217,飞升之后
512,1218,魔人的世界
513,1221,时光之心
514,1222,宋风
515,1223,尸虐
516,1225,钢之魔法师
517,1226,慢慢仙途
518,1228,末日蟑螂
519,1229,人道纪元
520,1232,来自东方的骑士
521,1233,绳师
522,1234,民国往事
523,1236,官路风流
524,1238,兽人帝国
525,1241,不负如来不负卿
526,1247,神魔养殖场
527,1248,游戏角色
528,1250,尘劫录
529,1253,我要当院长
530,1254,血性
531,1255,罪恶
532,1256,吉翁军特殊武装部队之回归
533,1259,皇家娱乐指南
534,1260,无尽剑装
535,1270,随身带着俩亩地
536,1271,星辰任务
537,1273,全能炼金师
538,1279,琅琊榜
539,1280,数据侠客行
540,1282,阴阳学堂
541,1283,笑傲之剑气冲霄
542,1284,亡灵持政
543,1285,永归不朽
544,1287,踏破虚空
545,1289,还真道
546,1292,极品农民
547,1298,全球论剑
548,1301,时代夹缝中的末代魔法师
549,1323,笑傲江湖之徒手逍遥
550,1327,大国无疆
551,1328,七界传说
552,1336,地精传奇
553,1337,游戏狂想曲
554,1338,异界太极眼
555,1339,异世之炼魔术士
556,1342,朔风飞扬
557,1344,迷失大陆
558,1355,四面墙（我的狱中生活）
559,1359,土佐之梦
560,1360,致命武力之新世界
561,1362,致命武力
562,1368,魔法师与龙
563,1371,汉贼
564,1372,黄沙百战穿金甲
565,1373,大宋帝国征服史
566,1375,铁骨
567,1377,魔装
568,1380,战国逆风记
569,1381,长风
570,1383,真髓
571,1386,边戎
572,1387,名门
573,1388,唐朝公务员
574,1390,大唐
575,1391,纳妾记
576,1395,汉献帝新传
577,1397,恶明
578,1398,宋时明月
579,1401,萨弗拉斯权杖
580,1405,庆熹纪事
581,1406,鱼龙变
582,1408,人世间
583,1409,京都的故事
584,1412,寻找人类
585,1414,长生界
586,1415,仙道求索
587,1417,翡翠王
588,1418,大明时代之死人香
589,1420,昆古尼尔
590,1422,蹉跎
591,1423,最长的一梦
592,1424,宦海沉浮
593,1426,1939从新奥尔良到柏林
594,1430,封神归真录
595,1435,红男绿女
596,1440,侠道行
597,1452,好莱坞东方巨星
598,1457,底牌
599,1460,都市美女狩猎者
600,1463,城堡之心
601,1467,射柳人生——射雕同人
602,1468,终极大神进化论
603,1469,死亡远征兵
604,1475,生化！星际外援
605,1480,为了水浒中的女子
606,1481,指南录
607,1482,三国之蜀汉我做主
608,1488,游戏开拓者
609,1490,重生一九八五
610,1502,(龙枪穿HP)黑法师
611,1506,死神之无间风死
612,1507,惊雷逐鹿
613,1508,大剑之深渊
614,1516,无限穿越
615,1519,我欲扬明
616,1524,大明王侯
617,1525,明歌
618,1526,学园都市之真理追寻
619,1528,重生的飘渺之旅
620,1529,从头再来
621,1535,亡灵法师末世行
622,1537,无限流传染病
623,1538,娘山108星少女
624,1543,我意逍遥
625,1544,求索
626,1545,普天之下
627,1546,觉醒－仿如昨日
628,1547,明朝第一公子
629,1551,殷商舰队玛雅征服史
630,1558,赤血龙骑
631,1562,像我这一种男人
632,1567,死神游乐园
633,1569,骑士的战争
634,1571,暗黑破坏神之毁灭
635,1574,风起陇西
636,1578,羔羊
637,1582,穿越时空的蝴蝶
638,1584,苍空战旗
639,1586,幻想乡变奏曲
640,1587,(HP同人)度假在霍格沃兹
641,1589,网游之精灵道士
642,1590,英雄无敌之国战
643,1597,恶魔书
644,1600,夜月血
645,1601,寂灭天骄
646,1614,网游之神经过敏
647,1632,遗忘国度之神秘徽章
648,1633,法师故事
649,1636,首席御医
650,1641,百花图卷
651,1642,蜀山飞仙
652,1645,官路沉沦
653,1664,大唐2006
654,1670,盗香
655,1678,[同人]无限狂想
656,1684,三国云飞扬
657,1686,谋国
658,1689,大唐御医
659,1694,<家有喜事>
660,1697,逆天吴应熊
661,1698,血战旗
662,1701,无敌黑拳
663,1720,锦衣夜行
664,1725,龙脉修士
665,1729,权财
666,1735,我踢球你在意吗
667,1736,光荣之路
668,1738,异人傲世录
669,1740,古人医
670,1741,乐园
671,1743,日系隐宅
672,1744,战国福星大事记
673,1753,抗战之红色警戒
674,1762,大明春
675,1773,三国重生之我是路人甲
676,1776,网游审判
677,1777,重生西游
678,1779,网游之模拟城市
679,1782,英雄无敌之最强驯兽师
680,1796,大汉骑军
681,1801,超级骷髅兵
682,1802,天魔神谭
683,1806,大公敌之革命
684,1809,末日咆哮
685,1817,逃亡犯报告
686,1823,超级电鳗分身
687,1849,星光时代
688,1858,疯狂的硬盘
689,1859,全音阶狂潮
690,1867,异世界之宅神物语
691,1868,反叛的菜鸟鲁路修
692,1872,圣斗士之邪恶射手
693,1873,奥伯莱恩
694,1876,超级盗贼
695,1879,遗忘国度之亡灵德鲁伊
696,1884,青城证道录
697,1887,天罡变
698,1888,蜀山魔师
699,1892,殖装
700,1901,易鼎
701,1904,暗房
702,1906,流氓高手II
703,1907,网游之永生传奇
704,1908,武唐攻略
705,1912,恶魔狂想曲之明日骄阳
706,1917,风雨官道
707,1918,鹰隼展翼
708,1919,诱狐
709,1925,嫁时衣
710,1927,龙珠之超级赛亚人计划
711,1929,地精光辉
712,1934,斗神
713,1944,罗罗娜的异世之旅
714,1976,天警
715,1984,花开美利坚
716,1986,发迹
717,1990,田园大唐
718,1997,权柄
719,1998,萌萌仙游记
720,2014,三千纪
721,2021,妖魔异界录
722,2022,修仙归来
723,2026,炼狱法则
724,2029,魔盗
725,2041,巨龙战纪
726,2043,龙凤大唐
727,2051,青蝠酒吧
728,2053,天生恶相
729,2072,凤囚凰
730,2075,网游之最强房东
731,2077,陈家妖孽
732,2078,亡灵圣魔导
733,2080,异时空之我是土八路
734,2085,无限残说
735,2088,大时代1950
736,2093,丽人爸爸
737,2095,知否？知否？应是绿肥红瘦
738,2103,战起1938
739,2108,神雕侠侣之李莫愁
740,2109,穿越成华筝
741,2115,神雕之公孙绿萼
742,2123,蜀山新剑侠
743,2124,天下道门
744,2125,武道乾坤
745,2126,禁典
746,2127,暗蚀
747,2137,旅行者
748,2138,重生之伪装者
749,2144,夺取神格
750,2145,黑风老妖
751,2151,昆仑
752,2152,沧海
753,2155,贵族法则
754,2159,纸神
755,2165,九州·缥缈录
756,2166,穿越时空的旅者
757,2168,海贼王之吾为恶魔
758,2171,谢顿计划
759,2173,穿越1934
760,2175,祸害大清
761,2177,纯之境界
762,2183,往生记
763,2191,重生之霸道人生
764,2196,无限幻世录
765,2198,决战朝鲜
766,2199,网游之射破苍穹
767,2202,茅山后裔
768,2207,断情逐妖记
769,2209,创圣演武
770,2225,赘婿
771,2227,极品太子爷
772,2234,新二战风云
773,2257,锦医卫
774,2262,编出来的幸福
775,2263,人不风流枉少年之奸臣
776,2274,守护美女
777,2275,魔运苍茫
778,2278,孢子物语
779,2283,天下无双
780,2291,大唐之蝙蝠记
781,2298,都市奇人录
782,2305,独占星光
783,2306,民国立志传
784,2312,火影之最强
785,2316,手谈之秋（棋魂同人）
786,2321,重活了
787,2323,我是大法师
788,2325,地狱公寓
789,2332,重生之娱乐星光
790,2335,文明
791,2338,红颜
792,2340,网游——屠龙巫师
793,2342,霸王怒
794,2350,老婆爱上我
795,2351,重生之明月捧众星
796,2352,异世明皇
797,2356,黑*******色
798,2360,HP相伴而行
799,2361,瑞德罗特
800,2364,死亡开端
801,2384,重生之玩物人生
802,2386,大剑之幽灵
803,2388,最终杀场
804,2397,仙锋道骨
805,2398,重生之妖孽人生
806,2404,超级机械文明
807,2410,英雄无敌之十二翼天使
808,2411,天枢
809,2418,权臣
810,2420,KOF的遥想
811,2425,执掌神权
812,2426,英雄无敌之大农场
813,2430,科技超能王
814,2436,仙渡
815,2443,大唐顺宗（唐朝吴老二）
816,2444,综漫盖亚
817,2445,神机鬼藏
818,2449,以和为贵
819,2450,网游之天狗吞日
820,2452,同学两亿岁
821,2464,三国战神
822,2465,商业三国
823,2468,巫临异世
824,2473,大亨传说
825,2479,失落大陆
826,2483,异时空－－间谍
827,2488,人间冰器
828,2498,灵魂力量
829,2501,贼难自禁
830,2511,少女契约之书
831,2514,我家的剑仙大人
832,2516,网游小工人
833,2523,暧昧高手
834,2524,我的妹妹十八岁
835,2525,无良皇帝
836,2526,母皇
837,2528,重生寡头1991
838,2529,妖猎手
839,2549,独步天下
840,2559,迷失在星空
841,2560,我们是传奇
842,2576,我是会长
843,2587,我的军阀生涯
844,2591,娇妻如云
845,2598,超级基因优化液
846,2611,猎人同人-无处不在的龙套生活
847,2612,迷天
848,2615,重生之变强变帅变聪明
849,2616,风月街的道士
850,2619,第七颗头骨
851,2624,火影之琉璃刃
852,2631,大唐谪仙
853,2639,重生之科技巅峰
854,2643,门派养成日志
855,2659,熊猫哥哥和功夫美少女
856,2674,血盏花
857,2687,江湖遍地卖装备
858,2692,幻想妖精
859,2694,越界的十字架
860,2696,再次飞升
861,2701,道友请留步
862,2712,1895淘金国度
863,2724,斗神
864,2733,都市透视眼
865,2739,调教太平洋
866,2743,圣骑士武亚曼
867,2745,怪物画廊
868,2754,三国厚黑传
869,2775,屠神之路
870,2776,霸道人生
871,2792,九州飘红叶
872,2793,游剑蛮巫
873,2796,骑士的沙丘
874,2807,魔法变
875,2809,刑名师爷
876,2817,独闯修行道
877,2829,我的修道生涯
878,2840,罗兰
879,2841,魔幻异闻录
880,2850,大地魔骑
881,2853,古武通神
882,2856,满愿石
883,2858,新中国首位飞升者
884,2861,汝本祭司（吾命骑士同人）
885,2869,巨星
886,2877,活色生香
887,2878,作为一棵小草我压力很大
888,2879,流氓高手
889,2881,谈笑江湖
890,2882,我的美女大小姐
891,2883,黄金眼
892,2885,御剑妖
893,2886,异侠
894,2887,浪子江湖
895,2892,盛世中华
896,2900,御人
897,2902,在北宋的幸福生活
898,2906,巫墓
899,2909,异世之暗黑全职者
900,2915,觅仙路
901,2923,随身带着玉如意
902,2935,仙道厚黑录
903,2943,猎场
904,2950,三国大航海
905,2957,名侦探柯南之混吃等死
906,2959,大罗金仙异界销魂
907,2960,超级奴隶主
908,2971,幻世之刺客传说
909,2977,仙鸿路
910,2985,重生花果山
911,2995,恶人成长日记
912,2999,未来手机
913,3000,史上第一妖
914,3014,剑噬天下
915,3024,召唤大领主
916,3028,费伦一条小银龙
917,3037,冥法仙门
918,3059,精界转生世界篇
919,3064,误入官场
920,3074,与婠婠同居的日子
921,3088,回到唐朝当皇帝
922,3097,黑魔法师
923,3109,迷失在康熙末年
924,3120,我的老婆是军阀
925,3121,姬的时代
926,3124,盾击
927,3125,魔兽领主
928,3128,鬼话连篇
929,3130,红场枭雄
930,3134,傲世法则
931,3137,此间的少年
932,3142,血流
933,3143,混在古龙世界里的那些日子
934,3147,天庐风云
935,3148,灌篮之三井寿
936,3150,网游之重生法神
937,3153,亡灵法师山德鲁
938,3156,大宦官之只手遮天
939,3175,超级玩家
940,3190,太玄大宗师
941,3213,中国A组
942,3216,重生之网络娱乐
943,3233,残唐再起
944,3241,诸侯争霸
945,3242,欢喜仙
946,3244,异界电影院
947,3253,亡灵之眼
948,3257,钢铁王座
949,3267,极限恐惧
950,3274,星际驱魔师
951,3279,落日风雷
952,3280,寂静之城
953,3281,官路迢迢
954,3289,无敌黑枪
955,3296,精炎战记
956,3303,杂牌救世主
957,3304,从海盗到海军
958,3313,无聊萝莉的挖坑集
959,3315,萌娘三国演义
960,3318,北方之王
961,3319,随想天龙八部
962,3333,无罪之城
963,3345,超级进化
964,3359,重生之我要做太子
965,3383,英雄志
966,3386,网游之少爷天下
967,3391,暧昧春夜
968,3392,宅龙攻略
969,3399,武动乾坤
970,3407,起源——变形金刚超前传
971,3413,重生之绝色亡灵法师
972,3418,大时代之1983
973,3420,帝国雄心
974,3427,世纪帝国
975,3432,末世法师
976,3436,入赘龙族的领主
977,3440,重生女修仙传
978,3445,乱与律
979,3464,无限之绝对疯狂
980,3486,东方地狱火
981,3487,宠物小精灵之穿越火箭队
982,3488,红楼夜话
983,3490,黑暗者
984,3494,蜀山金须奴
985,3497,活在乱世
986,3502,弗兰泰尔战记
987,3503,穿越者列传
988,3505,我的无限翅膀
989,3517,牧师传说
990,3519,黑旗
991,3520,官僚
992,3523,超魔杀帝国
993,3524,SC之彼岸花
994,3525,异体——我的绯色天空
995,3534,长生问道
996,3539,团长养成计划
997,3559,神经天下
998,3560,农夫三国
999,3561,一个太监闯世界
1000,3564,非主流清穿
1001,3567,幻魔战记
1002,3569,青眼的叙事诗
1003,3588,三国之蜀汉儒将
1004,3593,庶女生存手册
1005,3607,帝国远征
1006,3625,秦歌一曲
1007,3630,封神游戏
1008,3636,网游之暗黑年代祭
1009,3644,游戏小工之元素操控师
1010,3645,网游－自由
1011,3648,猛龙过江
1012,3669,草清
1013,3671,灵动
1014,3679,我的老婆是公主
1015,3693,血染的图腾－－星际的故事
1016,3697,穿越新石器时代
1017,3698,回到原始部落当村长
1018,3700,中流击楫
1019,3703,地狱游戏
1020,3708,重生之沸腾青春
1021,3719,武田家的明国武士
1022,3730,游戏的世界
1023,3736,星空之翼
1024,3741,洪荒玄松道
1025,3742,仙遁
1026,3747,冒牌干部
1027,3767,无上真魔
1028,3785,网游之剧毒
1029,3798,紫丹大道
1030,3811,驭兽斋
1031,3812,梅露露的异世之旅
1032,3819,超级大航海
1033,3852,大明天子
1034,3854,她们说我是剑侠
1035,3866,没有终点的长假
1036,3867,男人的青蛙号
1037,3869,和空姐同居的日子
1038,3875,大唐行镖
1039,3890,极道修行录
1040,3898,将夜
1041,3899,台湾娱乐1971
1042,3907,蜀山旁门之祖
1043,3911,骡行天下
1044,3925,国术凶猛
1045,3947,我主法兰西
1046,3950,修仙之径
1047,3963,网游之青城剑仙
1048,3964,大江东去
1049,3969,我就是巫妖
1050,3975,奋斗在新明朝
1051,3982,网游之武林霸图
1052,3995,持戒者
1053,4013,双面偶像
1054,4016,阴魂
1055,4019,神之刃
1056,4025,腰
1057,4030,双城
1058,4045,末世虫潮
1059,4046,无限沸腾
1060,4047,死神之妖娆红姬
1061,4071,火影之虫鸣
1062,4082,重生之流年
1063,4096,劫后余仙
1064,4098,静的平行世界
1065,4100,梦幻空间
1066,4108,仙本纯良
1067,4112,穿越两界的倒爷
1068,4119,重生之官屠
1069,4122,网游之一枪飙血
1070,4130,道具
1071,4165,好事多磨
1072,4166,赤色黎明
1073,4174,绯色沉沦
1074,4175,重生之红星传奇
1075,4176,异界之死灵法师
1076,4179,武林旧事
1077,4183,黑道风云二十年
1078,4219,唐门高手在异世
1079,4227,脸谱
1080,4245,丑汉
1081,4259,仙朝帝师
1082,4266,我欲天下
1083,4275,1871神圣冲击
1084,4278,火力
1085,4292,国家意志
1086,4300,我就是妖怪
1087,4301,异界重生之打造快乐人生
1088,4303,大猿王
1089,4304,混在东瀛成大亨
1090,4310,神雕之武敦儒大传
1091,4311,无奈神雕
1092,4338,都市全异能大师
1093,4342,重生神犬
1094,4353,重生之十年
1095,4357,青帝
1096,4359,星空下的幻想
1097,4360,超级黄金手
1098,4364,妄心
1099,4380,老衲还年轻
1100,4410,邪恶狂想曲
1101,4415,都市之纵意花丛
1102,4421,抗日之幸存者
1103,4422,体尊
1104,4426,林中之马的魔王
1105,4428,东方紫雨幽蝶
1106,4461,END
1107,4477,傲世九重天
1108,4480,裁决
1109,4502,十*******生
1110,4504,官家
1111,4505,斩仙
1112,4512,仙诀
1113,4525,禁区之门
1114,4527,龙零
1115,4528,国士无双
1116,4532,工业中华
1117,4548,魔族契约
1118,4565,某学园的默示录
1119,4574,万妖之祖
1120,4589,大宇宙时代
1121,4592,无限历程之玄功北冥
1122,4595,魔王神官II
1123,4600,恶霸
1124,4601,娱乐圈外挂光环
1125,4621,养个女儿做老婆
1126,4630,史上最牛门神
1127,4633,工业霸主
1128,4636,鬼吹灯（盗墓者的经历）
1129,4646,绝顶
1130,4647,火工弟子
1131,4654,天下圣道
1132,4672,新天龙慕容复
1133,4673,都市之空
1134,4677,篡唐
1135,4678,传奇纨绔少爷
1136,4679,大宋帝国风云录
1137,4685,校园美女攻略宝典
1138,4695,猪仙
1139,4703,足球小说《在路上》
1140,4704,游戏民国
1141,4713,超级电脑
1142,4715,生化之我是丧尸
1143,4740,传奇进化
1144,4744,最终进化
1145,4748,银河妖精传说
1146,4754,海王祭
1147,4760,苍穹
1148,4775,全真门徒
1149,4776,超级副本
1150,4777,网游之霜落江湖
1151,4785,星虐
1152,4805,网游之代练传说
1153,4809,近战法师
1154,4815,修改三国
1155,4835,终极凶器
1156,4852,时空走私从2000年开始
1157,4861,命运的黑夜
1158,4892,法师伊凡
1159,4900,僵尸医生
1160,4903,星耀幻世
